machine_id,timestamp,temperature,acoustic_vibration
Robotic_Welder_1,2026-06-06 20:00:00,25.19,57.22
Pick_Place_1,2026-06-06 20:00:00,22.0,25.25
Assembly_Conveyor_1,2026-06-06 20:00:00,21.97,25.02
Injection_Molder_2,2026-06-06 20:00:00,23.29,24.41
Thermoformer_2,2026-06-06 20:00:00,22.25,24.67
Packaging_Robot_2,2026-06-06 20:00:00,21.66,25.59
Labeling_Machine_2,2026-06-06 20:00:00,21.24,24.44
Palletizer_2,2026-06-06 20:00:00,21.89,24.75
CNC_Mill_1,2026-06-06 20:15:00,24.59,28.29
CNC_Lathe_1,2026-06-06 20:15:00,22.33,25.03
Robotic_Welder_1,2026-06-06 20:15:00,26.65,61.36
Pick_Place_1,2026-06-06 20:15:00,21.51,24.25
Assembly_Conveyor_1,2026-06-06 20:15:00,22.2,25.73
Injection_Molder_2,2026-06-06 20:15:00,21.88,24.31
Thermoformer_2,2026-06-06 20:15:00,22.1,25.29
Packaging_Robot_2,2026-06-06 20:15:00,21.79,25.56
Labeling_Machine_2,2026-06-06 20:15:00,22.11,24.99
Palletizer_2,2026-06-06 20:15:00,22.0,24.88
CNC_Mill_1,2026-06-06 20:30:00,24.73,28.84
CNC_Lathe_1,2026-06-06 20:30:00,22.67,24.87
Robotic_Welder_1,2026-06-06 20:30:00,27.51,59.14
Pick_Place_1,2026-06-06 20:30:00,21.92,25.04
Assembly_Conveyor_1,2026-06-06 20:30:00,22.29,25.44
Injection_Molder_2,2026-06-06 20:30:00,21.98,25.39
Thermoformer_2,2026-06-06 20:30:00,22.28,25.3
Packaging_Robot_2,2026-06-06 20:30:00,22.39,24.71
Labeling_Machine_2,2026-06-06 20:30:00,22.61,25.15
Palletizer_2,2026-06-06 20:30:00,22.43,24.98
CNC_Mill_1,2026-06-06 20:45:00,25.18,29.42
CNC_Lathe_1,2026-06-06 20:45:00,21.5,24.9
Robotic_Welder_1,2026-06-06 20:45:00,26.63,56.9
Pick_Place_1,2026-06-06 20:45:00,21.44,25.14
Assembly_Conveyor_1,2026-06-06 20:45:00,22.83,26.52
Injection_Molder_2,2026-06-06 20:45:00,21.92,25.52
Thermoformer_2,2026-06-06 20:45:00,22.14,24.56
Packaging_Robot_2,2026-06-06 20:45:00,21.88,24.76
Labeling_Machine_2,2026-06-06 20:45:00,21.4,25.31
Palletizer_2,2026-06-06 20:45:00,22.07,24.58
CNC_Mill_1,2026-06-06 21:00:00,23.97,29.35
CNC_Lathe_1,2026-06-06 21:00:00,21.64,25.19
Robotic_Welder_1,2026-06-06 21:00:00,25.76,57.48
Pick_Place_1,2026-06-06 21:00:00,22.35,24.12
Assembly_Conveyor_1,2026-06-06 21:00:00,22.3,24.29
Injection_Molder_2,2026-06-06 21:00:00,21.05,24.46
Thermoformer_2,2026-06-06 21:00:00,22.09,25.28
Packaging_Robot_2,2026-06-06 21:00:00,22.04,24.39
Labeling_Machine_2,2026-06-06 21:00:00,22.09,24.72
Palletizer_2,2026-06-06 21:00:00,22.11,24.39
CNC_Mill_1,2026-06-06 21:15:00,23.78,30.53
CNC_Lathe_1,2026-06-06 21:15:00,21.7,24.29
Robotic_Welder_1,2026-06-06 21:15:00,27.45,57.21
Pick_Place_1,2026-06-06 21:15:00,21.66,25.14
Assembly_Conveyor_1,2026-06-06 21:15:00,21.99,25.88
Injection_Molder_2,2026-06-06 21:15:00,21.54,25.55
Thermoformer_2,2026-06-06 21:15:00,22.27,24.74
Packaging_Robot_2,2026-06-06 21:15:00,22.27,25.08
Labeling_Machine_2,2026-06-06 21:15:00,23.23,24.41
Palletizer_2,2026-06-06 21:15:00,21.57,24.98
CNC_Mill_1,2026-06-06 21:30:00,24.95,28.45
CNC_Lathe_1,2026-06-06 21:30:00,21.27,24.46
Robotic_Welder_1,2026-06-06 21:30:00,26.44,56.5
Pick_Place_1,2026-06-06 21:30:00,22.28,24.66
Assembly_Conveyor_1,2026-06-06 21:30:00,22.28,24.86
Injection_Molder_2,2026-06-06 21:30:00,21.59,25.0
Thermoformer_2,2026-06-06 21:30:00,22.25,24.62
Packaging_Robot_2,2026-06-06 21:30:00,21.94,24.34
Labeling_Machine_2,2026-06-06 21:30:00,22.38,25.78
Palletizer_2,2026-06-06 21:30:00,21.78,24.67
CNC_Mill_1,2026-06-06 21:45:00,23.92,30.72
CNC_Lathe_1,2026-06-06 21:45:00,22.27,24.48
Robotic_Welder_1,2026-06-06 21:45:00,26.26,57.77
Pick_Place_1,2026-06-06 21:45:00,22.07,25.21
Assembly_Conveyor_1,2026-06-06 21:45:00,22.18,25.16
Injection_Molder_2,2026-06-06 21:45:00,21.75,25.14
Thermoformer_2,2026-06-06 21:45:00,21.88,25.22
Packaging_Robot_2,2026-06-06 21:45:00,21.68,24.23
Labeling_Machine_2,2026-06-06 21:45:00,21.27,25.06
Palletizer_2,2026-06-06 21:45:00,21.75,24.68
CNC_Mill_1,2026-06-06 22:00:00,24.13,29.63
CNC_Lathe_1,2026-06-06 22:00:00,22.58,25.42
Robotic_Welder_1,2026-06-06 22:00:00,24.33,58.12
Pick_Place_1,2026-06-06 22:00:00,22.27,25.0
Assembly_Conveyor_1,2026-06-06 22:00:00,22.05,24.55
Injection_Molder_2,2026-06-06 22:00:00,22.62,25.35
Thermoformer_2,2026-06-06 22:00:00,22.38,25.18
Packaging_Robot_2,2026-06-06 22:00:00,22.42,25.09
Labeling_Machine_2,2026-06-06 22:00:00,22.34,24.57
Palletizer_2,2026-06-06 22:00:00,22.67,25.27
CNC_Mill_1,2026-06-06 22:15:00,24.15,31.5
CNC_Lathe_1,2026-06-06 22:15:00,22.78,25.08
Robotic_Welder_1,2026-06-06 22:15:00,25.99,58.14
Pick_Place_1,2026-06-06 22:15:00,21.62,23.91
Assembly_Conveyor_1,2026-06-06 22:15:00,21.5,24.56
Injection_Molder_2,2026-06-06 22:15:00,22.52,25.25
Thermoformer_2,2026-06-06 22:15:00,20.75,25.01
Packaging_Robot_2,2026-06-06 22:15:00,20.95,24.91
Labeling_Machine_2,2026-06-06 22:15:00,22.48,25.25
Palletizer_2,2026-06-06 22:15:00,21.82,25.08
CNC_Mill_1,2026-06-06 22:30:00,24.33,28.76
CNC_Lathe_1,2026-06-06 22:30:00,21.63,25.43
Robotic_Welder_1,2026-06-06 22:30:00,27.17,59.82
Pick_Place_1,2026-06-06 22:30:00,22.39,24.47
Assembly_Conveyor_1,2026-06-06 22:30:00,21.71,24.82
Injection_Molder_2,2026-06-06 22:30:00,22.43,24.91
Thermoformer_2,2026-06-06 22:30:00,22.03,25.05
Packaging_Robot_2,2026-06-06 22:30:00,22.38,25.01
Labeling_Machine_2,2026-06-06 22:30:00,22.21,25.75
Palletizer_2,2026-06-06 22:30:00,22.56,24.26
CNC_Mill_1,2026-06-06 22:45:00,25.43,29.64
CNC_Lathe_1,2026-06-06 22:45:00,22.36,25.11
Robotic_Welder_1,2026-06-06 22:45:00,26.57,57.48
Pick_Place_1,2026-06-06 22:45:00,21.14,24.1
Assembly_Conveyor_1,2026-06-06 22:45:00,22.28,25.6
Injection_Molder_2,2026-06-06 22:45:00,22.03,25.08
Thermoformer_2,2026-06-06 22:45:00,23.29,25.67
Packaging_Robot_2,2026-06-06 22:45:00,21.96,25.09
Labeling_Machine_2,2026-06-06 22:45:00,22.14,24.24
Palletizer_2,2026-06-06 22:45:00,22.97,24.23
CNC_Mill_1,2026-06-06 23:00:00,23.67,28.32
CNC_Lathe_1,2026-06-06 23:00:00,21.33,25.1
Robotic_Welder_1,2026-06-06 23:00:00,25.84,61.66
Pick_Place_1,2026-06-06 23:00:00,22.07,24.45
Assembly_Conveyor_1,2026-06-06 23:00:00,21.95,25.15
Injection_Molder_2,2026-06-06 23:00:00,22.45,24.67
Thermoformer_2,2026-06-06 23:00:00,21.81,25.21
Packaging_Robot_2,2026-06-06 23:00:00,21.65,25.1
Labeling_Machine_2,2026-06-06 23:00:00,22.46,24.97
Palletizer_2,2026-06-06 23:00:00,21.98,25.17
CNC_Mill_1,2026-06-06 23:15:00,25.48,29.63
CNC_Lathe_1,2026-06-06 23:15:00,22.04,24.94
Robotic_Welder_1,2026-06-06 23:15:00,24.22,58.14
Pick_Place_1,2026-06-06 23:15:00,21.95,25.02
Assembly_Conveyor_1,2026-06-06 23:15:00,22.26,24.96
Injection_Molder_2,2026-06-06 23:15:00,22.41,24.9
Thermoformer_2,2026-06-06 23:15:00,22.12,24.62
Packaging_Robot_2,2026-06-06 23:15:00,21.61,24.85
Labeling_Machine_2,2026-06-06 23:15:00,21.12,24.93
Palletizer_2,2026-06-06 23:15:00,22.52,26.03
CNC_Mill_1,2026-06-06 23:30:00,24.65,30.6
CNC_Lathe_1,2026-06-06 23:30:00,21.95,24.82
Robotic_Welder_1,2026-06-06 23:30:00,24.98,60.95
Pick_Place_1,2026-06-06 23:30:00,22.38,25.46
Assembly_Conveyor_1,2026-06-06 23:30:00,21.97,24.86
Injection_Molder_2,2026-06-06 23:30:00,21.48,25.16
Thermoformer_2,2026-06-06 23:30:00,22.62,25.28
Packaging_Robot_2,2026-06-06 23:30:00,22.31,24.81
Labeling_Machine_2,2026-06-06 23:30:00,22.58,25.13
Palletizer_2,2026-06-06 23:30:00,22.04,24.33
CNC_Mill_1,2026-06-06 23:45:00,24.24,30.35
CNC_Lathe_1,2026-06-06 23:45:00,21.15,24.57
Robotic_Welder_1,2026-06-06 23:45:00,25.67,55.71
Pick_Place_1,2026-06-06 23:45:00,21.59,25.21
Assembly_Conveyor_1,2026-06-06 23:45:00,21.94,25.34
Injection_Molder_2,2026-06-06 23:45:00,21.81,24.94
Thermoformer_2,2026-06-06 23:45:00,22.11,24.61
Packaging_Robot_2,2026-06-06 23:45:00,22.24,24.5
Labeling_Machine_2,2026-06-06 23:45:00,21.66,24.74
Palletizer_2,2026-06-06 23:45:00,21.69,25.03
CNC_Mill_1,2026-06-07 00:00:00,24.39,29.8
CNC_Lathe_1,2026-06-07 00:00:00,22.54,25.59
Robotic_Welder_1,2026-06-07 00:00:00,23.01,58.85
Pick_Place_1,2026-06-07 00:00:00,21.05,25.25
Assembly_Conveyor_1,2026-06-07 00:00:00,22.45,24.77
Injection_Molder_2,2026-06-07 00:00:00,22.3,24.35
Thermoformer_2,2026-06-07 00:00:00,22.23,24.8
Packaging_Robot_2,2026-06-07 00:00:00,22.56,25.06
Labeling_Machine_2,2026-06-07 00:00:00,22.63,25.24
Palletizer_2,2026-06-07 00:00:00,21.69,24.07
CNC_Mill_1,2026-06-07 00:15:00,23.4,29.81
CNC_Lathe_1,2026-06-07 00:15:00,21.93,24.93
Robotic_Welder_1,2026-06-07 00:15:00,26.24,60.21
Pick_Place_1,2026-06-07 00:15:00,21.53,25.11
Assembly_Conveyor_1,2026-06-07 00:15:00,21.41,25.07
Injection_Molder_2,2026-06-07 00:15:00,21.92,24.24
Thermoformer_2,2026-06-07 00:15:00,22.12,24.74
Packaging_Robot_2,2026-06-07 00:15:00,21.8,24.57
Labeling_Machine_2,2026-06-07 00:15:00,22.06,25.03
Palletizer_2,2026-06-07 00:15:00,22.35,25.18
CNC_Mill_1,2026-06-07 00:30:00,24.15,30.75
CNC_Lathe_1,2026-06-07 00:30:00,22.5,24.64
Robotic_Welder_1,2026-06-07 00:30:00,25.67,56.93
Pick_Place_1,2026-06-07 00:30:00,22.01,24.6
Assembly_Conveyor_1,2026-06-07 00:30:00,22.23,25.24
Injection_Molder_2,2026-06-07 00:30:00,22.09,24.98
Thermoformer_2,2026-06-07 00:30:00,22.06,25.03
Packaging_Robot_2,2026-06-07 00:30:00,22.13,25.05
Labeling_Machine_2,2026-06-07 00:30:00,21.56,24.92
Palletizer_2,2026-06-07 00:30:00,22.0,25.31
CNC_Mill_1,2026-06-07 00:45:00,25.24,29.17
CNC_Lathe_1,2026-06-07 00:45:00,21.19,24.33
Robotic_Welder_1,2026-06-07 00:45:00,27.31,57.57
Pick_Place_1,2026-06-07 00:45:00,21.23,25.0
Assembly_Conveyor_1,2026-06-07 00:45:00,21.99,24.36
Injection_Molder_2,2026-06-07 00:45:00,20.79,24.74
Thermoformer_2,2026-06-07 00:45:00,22.5,25.6
Packaging_Robot_2,2026-06-07 00:45:00,22.5,25.0
Labeling_Machine_2,2026-06-07 00:45:00,21.57,25.55
Palletizer_2,2026-06-07 00:45:00,22.07,24.35
CNC_Mill_1,2026-06-07 01:00:00,25.05,30.93
CNC_Lathe_1,2026-06-07 01:00:00,21.0,24.91
Robotic_Welder_1,2026-06-07 01:00:00,27.33,57.99
Pick_Place_1,2026-06-07 01:00:00,21.45,25.4
Assembly_Conveyor_1,2026-06-07 01:00:00,22.25,25.07
Injection_Molder_2,2026-06-07 01:00:00,21.47,25.14
Thermoformer_2,2026-06-07 01:00:00,22.3,24.34
Packaging_Robot_2,2026-06-07 01:00:00,22.12,24.86
Labeling_Machine_2,2026-06-07 01:00:00,21.17,24.88
Palletizer_2,2026-06-07 01:00:00,21.72,24.25
CNC_Mill_1,2026-06-07 01:15:00,26.26,32.44
CNC_Lathe_1,2026-06-07 01:15:00,21.8,24.99
Robotic_Welder_1,2026-06-07 01:15:00,28.41,55.84
Pick_Place_1,2026-06-07 01:15:00,21.69,25.2
Assembly_Conveyor_1,2026-06-07 01:15:00,22.1,25.47
Injection_Molder_2,2026-06-07 01:15:00,22.27,23.97
Thermoformer_2,2026-06-07 01:15:00,22.08,24.18
Packaging_Robot_2,2026-06-07 01:15:00,22.4,23.96
Labeling_Machine_2,2026-06-07 01:15:00,21.89,25.13
Palletizer_2,2026-06-07 01:15:00,22.31,23.84
CNC_Mill_1,2026-06-07 01:30:00,24.66,28.17
CNC_Lathe_1,2026-06-07 01:30:00,21.97,25.08
Robotic_Welder_1,2026-06-07 01:30:00,25.95,58.85
Pick_Place_1,2026-06-07 01:30:00,22.7,25.07
Assembly_Conveyor_1,2026-06-07 01:30:00,22.68,24.81
Injection_Molder_2,2026-06-07 01:30:00,22.56,25.28
Thermoformer_2,2026-06-07 01:30:00,22.13,25.15
Packaging_Robot_2,2026-06-07 01:30:00,22.88,25.24
Labeling_Machine_2,2026-06-07 01:30:00,22.53,24.63
Palletizer_2,2026-06-07 01:30:00,21.14,24.35
CNC_Mill_1,2026-06-07 01:45:00,24.95,29.64
CNC_Lathe_1,2026-06-07 01:45:00,21.13,24.82
Robotic_Welder_1,2026-06-07 01:45:00,25.79,59.4
Pick_Place_1,2026-06-07 01:45:00,22.85,24.43
Assembly_Conveyor_1,2026-06-07 01:45:00,21.53,25.33
Injection_Molder_2,2026-06-07 01:45:00,22.29,24.88
Thermoformer_2,2026-06-07 01:45:00,22.67,25.59
Packaging_Robot_2,2026-06-07 01:45:00,21.61,26.04
Labeling_Machine_2,2026-06-07 01:45:00,21.91,24.51
Palletizer_2,2026-06-07 01:45:00,21.86,25.48
CNC_Mill_1,2026-06-07 02:00:00,25.17,30.01
CNC_Lathe_1,2026-06-07 02:00:00,22.25,24.94
Robotic_Welder_1,2026-06-07 02:00:00,25.4,56.53
Pick_Place_1,2026-06-07 02:00:00,22.36,24.46
Assembly_Conveyor_1,2026-06-07 02:00:00,21.66,24.26
Injection_Molder_2,2026-06-07 02:00:00,21.97,24.53
Thermoformer_2,2026-06-07 02:00:00,21.93,24.95
Packaging_Robot_2,2026-06-07 02:00:00,21.98,24.74
Labeling_Machine_2,2026-06-07 02:00:00,22.36,24.85
Palletizer_2,2026-06-07 02:00:00,21.14,24.65
CNC_Mill_1,2026-06-07 02:15:00,25.4,29.4
CNC_Lathe_1,2026-06-07 02:15:00,21.38,24.87
Robotic_Welder_1,2026-06-07 02:15:00,26.49,57.73
Pick_Place_1,2026-06-07 02:15:00,21.98,25.22
Assembly_Conveyor_1,2026-06-07 02:15:00,21.4,24.77
Injection_Molder_2,2026-06-07 02:15:00,22.15,24.86
Thermoformer_2,2026-06-07 02:15:00,21.49,24.46
Packaging_Robot_2,2026-06-07 02:15:00,21.63,25.81
Labeling_Machine_2,2026-06-07 02:15:00,22.21,24.88
Palletizer_2,2026-06-07 02:15:00,21.84,25.04
CNC_Mill_1,2026-06-07 02:30:00,24.45,30.49
CNC_Lathe_1,2026-06-07 02:30:00,22.07,25.19
Robotic_Welder_1,2026-06-07 02:30:00,25.1,59.94
Pick_Place_1,2026-06-07 02:30:00,22.29,25.03
Assembly_Conveyor_1,2026-06-07 02:30:00,22.13,25.89
Injection_Molder_2,2026-06-07 02:30:00,22.14,24.87
Thermoformer_2,2026-06-07 02:30:00,20.59,24.7
Packaging_Robot_2,2026-06-07 02:30:00,23.2,25.3
Labeling_Machine_2,2026-06-07 02:30:00,22.38,24.12
Palletizer_2,2026-06-07 02:30:00,21.73,25.25
CNC_Mill_1,2026-06-07 02:45:00,23.64,30.1
CNC_Lathe_1,2026-06-07 02:45:00,22.66,24.56
Robotic_Welder_1,2026-06-07 02:45:00,25.32,60.11
Pick_Place_1,2026-06-07 02:45:00,21.74,24.61
Assembly_Conveyor_1,2026-06-07 02:45:00,22.72,24.98
Injection_Molder_2,2026-06-07 02:45:00,21.56,25.56
Thermoformer_2,2026-06-07 02:45:00,21.48,25.02
Packaging_Robot_2,2026-06-07 02:45:00,22.11,24.7
Labeling_Machine_2,2026-06-07 02:45:00,22.39,24.92
Palletizer_2,2026-06-07 02:45:00,21.03,24.72
CNC_Mill_1,2026-06-07 03:00:00,22.43,27.66
CNC_Lathe_1,2026-06-07 03:00:00,21.73,25.47
Robotic_Welder_1,2026-06-07 03:00:00,26.03,57.06
Pick_Place_1,2026-06-07 03:00:00,21.91,24.77
Assembly_Conveyor_1,2026-06-07 03:00:00,22.14,24.4
Injection_Molder_2,2026-06-07 03:00:00,22.05,25.35
Thermoformer_2,2026-06-07 03:00:00,22.13,24.91
Packaging_Robot_2,2026-06-07 03:00:00,22.35,25.06
Labeling_Machine_2,2026-06-07 03:00:00,21.97,25.34
Palletizer_2,2026-06-07 03:00:00,21.8,24.96
CNC_Mill_1,2026-06-07 03:15:00,24.69,28.96
CNC_Lathe_1,2026-06-07 03:15:00,22.25,24.56
Robotic_Welder_1,2026-06-07 03:15:00,25.4,58.59
Pick_Place_1,2026-06-07 03:15:00,21.87,24.27
Assembly_Conveyor_1,2026-06-07 03:15:00,22.33,24.2
Injection_Molder_2,2026-06-07 03:15:00,21.03,25.44
Thermoformer_2,2026-06-07 03:15:00,21.48,25.06
Packaging_Robot_2,2026-06-07 03:15:00,21.72,24.07
Labeling_Machine_2,2026-06-07 03:15:00,21.64,25.14
Palletizer_2,2026-06-07 03:15:00,21.89,25.81
CNC_Mill_1,2026-06-07 03:30:00,25.56,30.35
CNC_Lathe_1,2026-06-07 03:30:00,22.06,24.53
Robotic_Welder_1,2026-06-07 03:30:00,25.09,57.88
Pick_Place_1,2026-06-07 03:30:00,21.64,25.7
Assembly_Conveyor_1,2026-06-07 03:30:00,20.87,25.17
Injection_Molder_2,2026-06-07 03:30:00,21.27,25.6
Thermoformer_2,2026-06-07 03:30:00,22.24,25.31
Packaging_Robot_2,2026-06-07 03:30:00,22.33,24.69
Labeling_Machine_2,2026-06-07 03:30:00,22.88,25.27
Palletizer_2,2026-06-07 03:30:00,21.49,25.55
CNC_Mill_1,2026-06-07 03:45:00,24.67,29.35
CNC_Lathe_1,2026-06-07 03:45:00,21.4,25.91
Robotic_Welder_1,2026-06-07 03:45:00,26.84,55.48
Pick_Place_1,2026-06-07 03:45:00,21.57,25.86
Assembly_Conveyor_1,2026-06-07 03:45:00,22.26,25.13
Injection_Molder_2,2026-06-07 03:45:00,21.59,25.86
Thermoformer_2,2026-06-07 03:45:00,21.3,24.84
Packaging_Robot_2,2026-06-07 03:45:00,21.91,24.31
Labeling_Machine_2,2026-06-07 03:45:00,22.01,24.65
Palletizer_2,2026-06-07 03:45:00,21.82,24.75
CNC_Mill_1,2026-06-07 04:00:00,24.89,28.16
CNC_Lathe_1,2026-06-07 04:00:00,22.06,24.63
Robotic_Welder_1,2026-06-07 04:00:00,24.23,55.89
Pick_Place_1,2026-06-07 04:00:00,21.84,25.62
Assembly_Conveyor_1,2026-06-07 04:00:00,22.11,25.23
Injection_Molder_2,2026-06-07 04:00:00,21.9,24.92
Thermoformer_2,2026-06-07 04:00:00,22.93,25.49
Packaging_Robot_2,2026-06-07 04:00:00,21.35,24.52
Labeling_Machine_2,2026-06-07 04:00:00,21.48,25.24
Palletizer_2,2026-06-07 04:00:00,20.96,24.71
CNC_Mill_1,2026-06-07 04:15:00,26.13,29.9
CNC_Lathe_1,2026-06-07 04:15:00,21.43,25.21
Robotic_Welder_1,2026-06-07 04:15:00,25.39,55.55
Pick_Place_1,2026-06-07 04:15:00,21.78,25.03
Assembly_Conveyor_1,2026-06-07 04:15:00,22.47,25.3
Injection_Molder_2,2026-06-07 04:15:00,21.75,25.33
Thermoformer_2,2026-06-07 04:15:00,22.31,24.53
Packaging_Robot_2,2026-06-07 04:15:00,21.31,24.78
Labeling_Machine_2,2026-06-07 04:15:00,23.15,24.28
Palletizer_2,2026-06-07 04:15:00,22.0,25.32
CNC_Mill_1,2026-06-07 04:30:00,26.04,29.47
CNC_Lathe_1,2026-06-07 04:30:00,21.43,25.78
Robotic_Welder_1,2026-06-07 04:30:00,27.04,56.06
Pick_Place_1,2026-06-07 04:30:00,21.48,25.22
Assembly_Conveyor_1,2026-06-07 04:30:00,22.41,24.96
Injection_Molder_2,2026-06-07 04:30:00,21.63,24.87
Thermoformer_2,2026-06-07 04:30:00,21.15,24.28
Packaging_Robot_2,2026-06-07 04:30:00,21.92,25.38
Labeling_Machine_2,2026-06-07 04:30:00,22.27,24.78
Palletizer_2,2026-06-07 04:30:00,22.43,24.6
CNC_Mill_1,2026-06-07 04:45:00,25.93,30.2
CNC_Lathe_1,2026-06-07 04:45:00,22.25,25.43
Robotic_Welder_1,2026-06-07 04:45:00,24.44,58.33
Pick_Place_1,2026-06-07 04:45:00,21.21,24.33
Assembly_Conveyor_1,2026-06-07 04:45:00,21.7,24.71
Injection_Molder_2,2026-06-07 04:45:00,22.74,25.34
Thermoformer_2,2026-06-07 04:45:00,22.25,24.52
Packaging_Robot_2,2026-06-07 04:45:00,21.66,24.47
Labeling_Machine_2,2026-06-07 04:45:00,22.74,25.37
Palletizer_2,2026-06-07 04:45:00,22.63,24.3
CNC_Mill_1,2026-06-07 05:00:00,25.04,29.95
CNC_Lathe_1,2026-06-07 05:00:00,22.19,25.57
Robotic_Welder_1,2026-06-07 05:00:00,27.96,60.66
Pick_Place_1,2026-06-07 05:00:00,21.85,24.58
Assembly_Conveyor_1,2026-06-07 05:00:00,22.06,25.15
Injection_Molder_2,2026-06-07 05:00:00,22.07,25.87
Thermoformer_2,2026-06-07 05:00:00,22.1,24.19
Packaging_Robot_2,2026-06-07 05:00:00,21.73,24.69
Labeling_Machine_2,2026-06-07 05:00:00,22.34,25.89
Palletizer_2,2026-06-07 05:00:00,22.48,24.81
CNC_Mill_1,2026-06-07 05:15:00,23.31,29.97
CNC_Lathe_1,2026-06-07 05:15:00,21.86,25.15
Robotic_Welder_1,2026-06-07 05:15:00,25.28,58.36
Pick_Place_1,2026-06-07 05:15:00,22.43,25.05
Assembly_Conveyor_1,2026-06-07 05:15:00,21.27,24.92
Injection_Molder_2,2026-06-07 05:15:00,21.54,24.37
Thermoformer_2,2026-06-07 05:15:00,21.59,25.59
Packaging_Robot_2,2026-06-07 05:15:00,21.66,25.26
Labeling_Machine_2,2026-06-07 05:15:00,21.67,25.23
Palletizer_2,2026-06-07 05:15:00,21.97,25.33
CNC_Mill_1,2026-06-07 05:30:00,24.24,29.23
CNC_Lathe_1,2026-06-07 05:30:00,22.68,25.84
Robotic_Welder_1,2026-06-07 05:30:00,26.1,54.78
Pick_Place_1,2026-06-07 05:30:00,21.79,25.95
Assembly_Conveyor_1,2026-06-07 05:30:00,21.76,25.96
Injection_Molder_2,2026-06-07 05:30:00,21.74,25.29
Thermoformer_2,2026-06-07 05:30:00,21.83,24.88
Packaging_Robot_2,2026-06-07 05:30:00,22.72,25.16
Labeling_Machine_2,2026-06-07 05:30:00,22.54,24.88
Palletizer_2,2026-06-07 05:30:00,20.8,25.44
CNC_Mill_1,2026-06-07 05:45:00,25.9,30.33
CNC_Lathe_1,2026-06-07 05:45:00,21.75,25.4
Robotic_Welder_1,2026-06-07 05:45:00,24.89,58.82
Pick_Place_1,2026-06-07 05:45:00,22.18,25.04
Assembly_Conveyor_1,2026-06-07 05:45:00,21.93,25.11
Injection_Molder_2,2026-06-07 05:45:00,22.56,24.73
Thermoformer_2,2026-06-07 05:45:00,21.23,25.27
Packaging_Robot_2,2026-06-07 05:45:00,21.93,24.53
Labeling_Machine_2,2026-06-07 05:45:00,21.56,25.23
Palletizer_2,2026-06-07 05:45:00,21.81,24.67
CNC_Mill_1,2026-06-07 06:00:00,26.25,29.15
CNC_Lathe_1,2026-06-07 06:00:00,22.93,25.27
Robotic_Welder_1,2026-06-07 06:00:00,26.24,53.69
Pick_Place_1,2026-06-07 06:00:00,21.8,24.93
Assembly_Conveyor_1,2026-06-07 06:00:00,23.04,24.81
Injection_Molder_2,2026-06-07 06:00:00,22.39,25.09
Thermoformer_2,2026-06-07 06:00:00,22.12,24.85
Packaging_Robot_2,2026-06-07 06:00:00,22.72,25.43
Labeling_Machine_2,2026-06-07 06:00:00,22.3,24.43
Palletizer_2,2026-06-07 06:00:00,21.87,25.35
CNC_Mill_1,2026-06-07 06:15:00,24.39,32.53
CNC_Lathe_1,2026-06-07 06:15:00,21.64,25.12
Robotic_Welder_1,2026-06-07 06:15:00,26.38,61.53
Pick_Place_1,2026-06-07 06:15:00,21.68,25.15
Assembly_Conveyor_1,2026-06-07 06:15:00,21.27,25.05
Injection_Molder_2,2026-06-07 06:15:00,22.23,24.78
Thermoformer_2,2026-06-07 06:15:00,21.35,25.94
Packaging_Robot_2,2026-06-07 06:15:00,21.52,24.57
Labeling_Machine_2,2026-06-07 06:15:00,21.99,24.28
Palletizer_2,2026-06-07 06:15:00,21.7,25.66
CNC_Mill_1,2026-06-07 06:30:00,24.03,29.09
CNC_Lathe_1,2026-06-07 06:30:00,21.93,24.98
Robotic_Welder_1,2026-06-07 06:30:00,27.28,57.67
Pick_Place_1,2026-06-07 06:30:00,22.56,24.55
Assembly_Conveyor_1,2026-06-07 06:30:00,22.01,25.61
Injection_Molder_2,2026-06-07 06:30:00,22.22,24.53
Thermoformer_2,2026-06-07 06:30:00,21.91,25.43
Packaging_Robot_2,2026-06-07 06:30:00,21.93,24.69
Labeling_Machine_2,2026-06-07 06:30:00,21.26,24.1
Palletizer_2,2026-06-07 06:30:00,22.14,25.03
CNC_Mill_1,2026-06-07 06:45:00,25.76,30.28
CNC_Lathe_1,2026-06-07 06:45:00,22.73,25.54
Robotic_Welder_1,2026-06-07 06:45:00,25.12,57.12
Pick_Place_1,2026-06-07 06:45:00,21.71,23.47
Assembly_Conveyor_1,2026-06-07 06:45:00,21.71,25.84
Injection_Molder_2,2026-06-07 06:45:00,21.71,24.34
Thermoformer_2,2026-06-07 06:45:00,22.46,25.18
Packaging_Robot_2,2026-06-07 06:45:00,22.06,24.54
Labeling_Machine_2,2026-06-07 06:45:00,22.58,24.81
Palletizer_2,2026-06-07 06:45:00,22.0,25.38
CNC_Mill_1,2026-06-07 07:00:00,24.35,30.8
CNC_Lathe_1,2026-06-07 07:00:00,21.79,25.58
Robotic_Welder_1,2026-06-07 07:00:00,25.86,55.9
Pick_Place_1,2026-06-07 07:00:00,21.64,24.3
Assembly_Conveyor_1,2026-06-07 07:00:00,22.96,24.71
Injection_Molder_2,2026-06-07 07:00:00,21.41,24.76
Thermoformer_2,2026-06-07 07:00:00,21.56,24.05
Packaging_Robot_2,2026-06-07 07:00:00,21.66,25.11
