machine_id,timestamp,kwh,kw_demand,power_factor
Solar_PV_System,2026-06-08 22:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-08 22:30:00,0.0213,0.09,0.341
CNC_Lathe_1,2026-06-08 22:30:00,0.0222,0.09,0.307
Robotic_Welder_1,2026-06-08 22:30:00,1.8832,7.53,0.58
Pick_Place_1,2026-06-08 22:30:00,0.0199,0.08,0.285
Assembly_Conveyor_1,2026-06-08 22:30:00,0.0308,0.12,0.282
Injection_Molder_2,2026-06-08 22:30:00,21.9475,87.79,0.924
Thermoformer_2,2026-06-08 22:30:00,0.0256,0.1,0.271
Packaging_Robot_2,2026-06-08 22:30:00,0.0235,0.09,0.23
Labeling_Machine_2,2026-06-08 22:30:00,0.0272,0.11,0.329
Palletizer_2,2026-06-08 22:30:00,0.0236,0.09,0.226
Solar_PV_System,2026-06-08 22:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-08 22:45:00,0.0275,0.11,0.321
CNC_Lathe_1,2026-06-08 22:45:00,0.0201,0.08,0.385
Robotic_Welder_1,2026-06-08 22:45:00,1.5834,6.33,0.501
Pick_Place_1,2026-06-08 22:45:00,0.0267,0.11,0.233
Assembly_Conveyor_1,2026-06-08 22:45:00,0.0262,0.1,0.356
Injection_Molder_2,2026-06-08 22:45:00,3.4996,14.0,0.645
Thermoformer_2,2026-06-08 22:45:00,0.0258,0.1,0.314
Packaging_Robot_2,2026-06-08 22:45:00,0.0301,0.12,0.296
Labeling_Machine_2,2026-06-08 22:45:00,0.0261,0.1,0.248
Palletizer_2,2026-06-08 22:45:00,0.0195,0.08,0.352
Solar_PV_System,2026-06-08 22:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-08 23:00:00,0.0354,0.14,0.273
CNC_Lathe_1,2026-06-08 23:00:00,0.0242,0.1,0.272
Robotic_Welder_1,2026-06-08 23:00:00,1.7887,7.15,0.554
Pick_Place_1,2026-06-08 23:00:00,0.0353,0.14,0.3
Assembly_Conveyor_1,2026-06-08 23:00:00,0.0254,0.1,0.323
Injection_Molder_2,2026-06-08 23:00:00,3.9017,15.61,0.547
Thermoformer_2,2026-06-08 23:00:00,0.0251,0.1,0.303
Packaging_Robot_2,2026-06-08 23:00:00,0.0288,0.12,0.245
Labeling_Machine_2,2026-06-08 23:00:00,0.0274,0.11,0.328
Palletizer_2,2026-06-08 23:00:00,0.0177,0.07,0.256
Solar_PV_System,2026-06-08 23:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-08 23:15:00,0.0198,0.08,0.248
CNC_Lathe_1,2026-06-08 23:15:00,0.03,0.12,0.264
Robotic_Welder_1,2026-06-08 23:15:00,1.8138,7.26,0.458
Pick_Place_1,2026-06-08 23:15:00,0.023,0.09,0.28
Assembly_Conveyor_1,2026-06-08 23:15:00,0.0289,0.12,0.298
Injection_Molder_2,2026-06-08 23:15:00,19.1386,76.55,0.887
Thermoformer_2,2026-06-08 23:15:00,0.0207,0.08,0.34
Packaging_Robot_2,2026-06-08 23:15:00,0.0282,0.11,0.256
Labeling_Machine_2,2026-06-08 23:15:00,0.0296,0.12,0.294
Palletizer_2,2026-06-08 23:15:00,0.0291,0.12,0.218
Solar_PV_System,2026-06-08 23:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-08 23:30:00,0.0268,0.11,0.261
CNC_Lathe_1,2026-06-08 23:30:00,0.0413,0.17,0.366
Robotic_Welder_1,2026-06-08 23:30:00,1.6727,6.69,0.484
Pick_Place_1,2026-06-08 23:30:00,0.021,0.08,0.229
Assembly_Conveyor_1,2026-06-08 23:30:00,0.0277,0.11,0.323
Injection_Molder_2,2026-06-08 23:30:00,20.2944,81.18,0.875
Thermoformer_2,2026-06-08 23:30:00,0.0183,0.07,0.229
Packaging_Robot_2,2026-06-08 23:30:00,0.0198,0.08,0.349
Labeling_Machine_2,2026-06-08 23:30:00,0.0304,0.12,0.292
Palletizer_2,2026-06-08 23:30:00,0.037,0.15,0.256
Solar_PV_System,2026-06-08 23:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-08 23:45:00,0.0231,0.09,0.446
CNC_Lathe_1,2026-06-08 23:45:00,0.0238,0.1,0.347
Robotic_Welder_1,2026-06-08 23:45:00,1.8286,7.31,0.514
Pick_Place_1,2026-06-08 23:45:00,0.0239,0.1,0.265
Assembly_Conveyor_1,2026-06-08 23:45:00,0.0339,0.14,0.322
Injection_Molder_2,2026-06-08 23:45:00,17.3972,69.59,0.877
Thermoformer_2,2026-06-08 23:45:00,0.0277,0.11,0.226
Packaging_Robot_2,2026-06-08 23:45:00,0.0191,0.08,0.336
Labeling_Machine_2,2026-06-08 23:45:00,0.0234,0.09,0.301
Palletizer_2,2026-06-08 23:45:00,0.0258,0.1,0.287
Solar_PV_System,2026-06-08 23:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 00:00:00,0.0354,0.14,0.365
CNC_Lathe_1,2026-06-09 00:00:00,0.0216,0.09,0.282
Robotic_Welder_1,2026-06-09 00:00:00,1.8763,7.51,0.598
Pick_Place_1,2026-06-09 00:00:00,0.0202,0.08,0.256
Assembly_Conveyor_1,2026-06-09 00:00:00,0.025,0.1,0.37
Injection_Molder_2,2026-06-09 00:00:00,19.8962,79.58,0.913
Thermoformer_2,2026-06-09 00:00:00,0.0184,0.07,0.237
Packaging_Robot_2,2026-06-09 00:00:00,0.0203,0.08,0.281
Labeling_Machine_2,2026-06-09 00:00:00,0.0248,0.1,0.357
Palletizer_2,2026-06-09 00:00:00,0.0235,0.09,0.335
Solar_PV_System,2026-06-09 00:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 00:15:00,0.0275,0.11,0.357
CNC_Lathe_1,2026-06-09 00:15:00,0.0271,0.11,0.361
Robotic_Welder_1,2026-06-09 00:15:00,1.5141,6.06,0.536
Pick_Place_1,2026-06-09 00:15:00,0.0168,0.07,0.253
Assembly_Conveyor_1,2026-06-09 00:15:00,0.02,0.08,0.36
Injection_Molder_2,2026-06-09 00:15:00,18.3344,73.34,0.943
Thermoformer_2,2026-06-09 00:15:00,0.0274,0.11,0.319
Packaging_Robot_2,2026-06-09 00:15:00,0.0272,0.11,0.312
Labeling_Machine_2,2026-06-09 00:15:00,0.028,0.11,0.328
Palletizer_2,2026-06-09 00:15:00,0.0175,0.07,0.311
Solar_PV_System,2026-06-09 00:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 00:30:00,0.0233,0.09,0.259
CNC_Lathe_1,2026-06-09 00:30:00,0.0261,0.1,0.351
Robotic_Welder_1,2026-06-09 00:30:00,1.6548,6.62,0.506
Pick_Place_1,2026-06-09 00:30:00,0.033,0.13,0.237
Assembly_Conveyor_1,2026-06-09 00:30:00,0.0244,0.1,0.369
Injection_Molder_2,2026-06-09 00:30:00,19.9643,79.86,0.919
Thermoformer_2,2026-06-09 00:30:00,0.0358,0.14,0.269
Packaging_Robot_2,2026-06-09 00:30:00,0.0274,0.11,0.247
Labeling_Machine_2,2026-06-09 00:30:00,0.0197,0.08,0.355
Palletizer_2,2026-06-09 00:30:00,0.0296,0.12,0.293
Solar_PV_System,2026-06-09 00:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 00:45:00,0.0281,0.11,0.34
CNC_Lathe_1,2026-06-09 00:45:00,0.0174,0.07,0.239
Robotic_Welder_1,2026-06-09 00:45:00,1.6928,6.77,0.606
Pick_Place_1,2026-06-09 00:45:00,0.0336,0.13,0.307
Assembly_Conveyor_1,2026-06-09 00:45:00,0.0194,0.08,0.251
Injection_Molder_2,2026-06-09 00:45:00,19.7862,79.14,0.907
Thermoformer_2,2026-06-09 00:45:00,0.0182,0.07,0.32
Packaging_Robot_2,2026-06-09 00:45:00,0.0218,0.09,0.327
Labeling_Machine_2,2026-06-09 00:45:00,0.027,0.11,0.322
Palletizer_2,2026-06-09 00:45:00,0.0373,0.15,0.276
Solar_PV_System,2026-06-09 00:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 01:00:00,0.0181,0.07,0.287
CNC_Lathe_1,2026-06-09 01:00:00,0.0162,0.06,0.221
Robotic_Welder_1,2026-06-09 01:00:00,1.4816,5.93,0.626
Pick_Place_1,2026-06-09 01:00:00,0.0255,0.1,0.201
Assembly_Conveyor_1,2026-06-09 01:00:00,0.0232,0.09,0.295
Injection_Molder_2,2026-06-09 01:00:00,17.0799,68.32,0.876
Thermoformer_2,2026-06-09 01:00:00,0.0342,0.14,0.324
Packaging_Robot_2,2026-06-09 01:00:00,0.0227,0.09,0.348
Labeling_Machine_2,2026-06-09 01:00:00,0.0187,0.07,0.358
Palletizer_2,2026-06-09 01:00:00,0.032,0.13,0.277
Solar_PV_System,2026-06-09 01:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 01:15:00,0.019,0.08,0.298
CNC_Lathe_1,2026-06-09 01:15:00,0.0362,0.14,0.268
Robotic_Welder_1,2026-06-09 01:15:00,1.8733,7.49,0.57
Pick_Place_1,2026-06-09 01:15:00,0.0272,0.11,0.132
Assembly_Conveyor_1,2026-06-09 01:15:00,0.0234,0.09,0.337
Injection_Molder_2,2026-06-09 01:15:00,18.5169,74.07,0.929
Thermoformer_2,2026-06-09 01:15:00,0.0249,0.1,0.329
Packaging_Robot_2,2026-06-09 01:15:00,0.0169,0.07,0.284
Labeling_Machine_2,2026-06-09 01:15:00,0.0329,0.13,0.281
Palletizer_2,2026-06-09 01:15:00,0.026,0.1,0.314
Solar_PV_System,2026-06-09 01:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 01:30:00,0.0249,0.1,0.359
CNC_Lathe_1,2026-06-09 01:30:00,0.0238,0.1,0.331
Robotic_Welder_1,2026-06-09 01:30:00,1.7698,7.08,0.569
Pick_Place_1,2026-06-09 01:30:00,0.0254,0.1,0.296
Assembly_Conveyor_1,2026-06-09 01:30:00,0.0318,0.13,0.269
Injection_Molder_2,2026-06-09 01:30:00,17.6885,70.75,0.904
Thermoformer_2,2026-06-09 01:30:00,0.026,0.1,0.356
Packaging_Robot_2,2026-06-09 01:30:00,0.0255,0.1,0.262
Labeling_Machine_2,2026-06-09 01:30:00,0.0276,0.11,0.359
Palletizer_2,2026-06-09 01:30:00,0.0297,0.12,0.236
Solar_PV_System,2026-06-09 01:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 01:45:00,0.0232,0.09,0.334
CNC_Lathe_1,2026-06-09 01:45:00,0.0242,0.1,0.263
Robotic_Welder_1,2026-06-09 01:45:00,1.51,6.04,0.4
Pick_Place_1,2026-06-09 01:45:00,0.0251,0.1,0.235
Assembly_Conveyor_1,2026-06-09 01:45:00,0.0268,0.11,0.271
Injection_Molder_2,2026-06-09 01:45:00,17.7762,71.1,0.914
Thermoformer_2,2026-06-09 01:45:00,0.0218,0.09,0.259
Packaging_Robot_2,2026-06-09 01:45:00,0.0261,0.1,0.269
Labeling_Machine_2,2026-06-09 01:45:00,0.0179,0.07,0.394
Palletizer_2,2026-06-09 01:45:00,0.0298,0.12,0.197
Solar_PV_System,2026-06-09 01:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 02:00:00,0.0304,0.12,0.195
CNC_Lathe_1,2026-06-09 02:00:00,0.0327,0.13,0.23
Robotic_Welder_1,2026-06-09 02:00:00,1.7537,7.01,0.477
Pick_Place_1,2026-06-09 02:00:00,0.0243,0.1,0.24
Assembly_Conveyor_1,2026-06-09 02:00:00,0.027,0.11,0.378
Injection_Molder_2,2026-06-09 02:00:00,18.3588,73.44,0.895
Thermoformer_2,2026-06-09 02:00:00,0.0165,0.07,0.221
Packaging_Robot_2,2026-06-09 02:00:00,0.0274,0.11,0.35
Labeling_Machine_2,2026-06-09 02:00:00,0.0327,0.13,0.346
Palletizer_2,2026-06-09 02:00:00,0.0266,0.11,0.323
Solar_PV_System,2026-06-09 02:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 02:15:00,0.0282,0.11,0.305
CNC_Lathe_1,2026-06-09 02:15:00,0.0228,0.09,0.307
Robotic_Welder_1,2026-06-09 02:15:00,1.6885,6.75,0.598
Pick_Place_1,2026-06-09 02:15:00,0.0255,0.1,0.26
Assembly_Conveyor_1,2026-06-09 02:15:00,0.0239,0.1,0.262
Injection_Molder_2,2026-06-09 02:15:00,21.7016,86.81,0.918
Thermoformer_2,2026-06-09 02:15:00,0.0231,0.09,0.273
Packaging_Robot_2,2026-06-09 02:15:00,0.0231,0.09,0.234
Labeling_Machine_2,2026-06-09 02:15:00,0.0258,0.1,0.242
Palletizer_2,2026-06-09 02:15:00,0.0249,0.1,0.344
Solar_PV_System,2026-06-09 02:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 02:30:00,0.0324,0.13,0.275
CNC_Lathe_1,2026-06-09 02:30:00,0.0222,0.09,0.229
Robotic_Welder_1,2026-06-09 02:30:00,1.5224,6.09,0.627
Pick_Place_1,2026-06-09 02:30:00,0.0297,0.12,0.321
Assembly_Conveyor_1,2026-06-09 02:30:00,0.0236,0.09,0.307
Injection_Molder_2,2026-06-09 02:30:00,18.1113,72.45,0.903
Thermoformer_2,2026-06-09 02:30:00,0.0291,0.12,0.27
Packaging_Robot_2,2026-06-09 02:30:00,0.0264,0.11,0.311
Labeling_Machine_2,2026-06-09 02:30:00,0.0235,0.09,0.353
Palletizer_2,2026-06-09 02:30:00,0.0285,0.11,0.257
Solar_PV_System,2026-06-09 02:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 02:45:00,0.0236,0.09,0.356
CNC_Lathe_1,2026-06-09 02:45:00,0.027,0.11,0.252
Robotic_Welder_1,2026-06-09 02:45:00,1.6573,6.63,0.489
Pick_Place_1,2026-06-09 02:45:00,0.0293,0.12,0.241
Assembly_Conveyor_1,2026-06-09 02:45:00,0.0207,0.08,0.304
Injection_Molder_2,2026-06-09 02:45:00,20.6027,82.41,0.926
Thermoformer_2,2026-06-09 02:45:00,0.0238,0.1,0.326
Packaging_Robot_2,2026-06-09 02:45:00,0.0244,0.1,0.225
Labeling_Machine_2,2026-06-09 02:45:00,0.0237,0.09,0.331
Palletizer_2,2026-06-09 02:45:00,0.0261,0.1,0.377
Solar_PV_System,2026-06-09 02:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 03:00:00,0.022,0.09,0.392
CNC_Lathe_1,2026-06-09 03:00:00,0.0325,0.13,0.336
Robotic_Welder_1,2026-06-09 03:00:00,1.892,7.57,0.512
Pick_Place_1,2026-06-09 03:00:00,0.0188,0.08,0.336
Assembly_Conveyor_1,2026-06-09 03:00:00,0.0218,0.09,0.298
Injection_Molder_2,2026-06-09 03:00:00,20.6034,82.41,0.912
Thermoformer_2,2026-06-09 03:00:00,0.0307,0.12,0.318
Packaging_Robot_2,2026-06-09 03:00:00,0.0239,0.1,0.303
Labeling_Machine_2,2026-06-09 03:00:00,0.0234,0.09,0.286
Palletizer_2,2026-06-09 03:00:00,0.0193,0.08,0.357
Solar_PV_System,2026-06-09 03:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 03:15:00,0.0231,0.09,0.308
CNC_Lathe_1,2026-06-09 03:15:00,0.0281,0.11,0.303
Robotic_Welder_1,2026-06-09 03:15:00,1.8376,7.35,0.513
Pick_Place_1,2026-06-09 03:15:00,0.026,0.1,0.209
Assembly_Conveyor_1,2026-06-09 03:15:00,0.0281,0.11,0.21
Injection_Molder_2,2026-06-09 03:15:00,17.1282,68.51,0.894
Thermoformer_2,2026-06-09 03:15:00,0.0236,0.09,0.228
Packaging_Robot_2,2026-06-09 03:15:00,0.0299,0.12,0.356
Labeling_Machine_2,2026-06-09 03:15:00,0.0346,0.14,0.36
Palletizer_2,2026-06-09 03:15:00,0.0298,0.12,0.323
Solar_PV_System,2026-06-09 03:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 03:30:00,0.0268,0.11,0.295
CNC_Lathe_1,2026-06-09 03:30:00,0.0261,0.1,0.314
Robotic_Welder_1,2026-06-09 03:30:00,1.8582,7.43,0.547
Pick_Place_1,2026-06-09 03:30:00,0.0362,0.14,0.316
Assembly_Conveyor_1,2026-06-09 03:30:00,0.028,0.11,0.329
Injection_Molder_2,2026-06-09 03:30:00,21.2351,84.94,0.905
Thermoformer_2,2026-06-09 03:30:00,0.0296,0.12,0.339
Packaging_Robot_2,2026-06-09 03:30:00,0.0208,0.08,0.312
Labeling_Machine_2,2026-06-09 03:30:00,0.0313,0.13,0.402
Palletizer_2,2026-06-09 03:30:00,0.0182,0.07,0.22
Solar_PV_System,2026-06-09 03:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 03:45:00,0.02,0.08,0.299
CNC_Lathe_1,2026-06-09 03:45:00,0.0361,0.14,0.3
Robotic_Welder_1,2026-06-09 03:45:00,1.704,6.82,0.495
Pick_Place_1,2026-06-09 03:45:00,0.0252,0.1,0.43
Assembly_Conveyor_1,2026-06-09 03:45:00,0.0211,0.08,0.268
Injection_Molder_2,2026-06-09 03:45:00,20.3914,81.57,0.927
Thermoformer_2,2026-06-09 03:45:00,0.0224,0.09,0.306
Packaging_Robot_2,2026-06-09 03:45:00,0.0255,0.1,0.334
Labeling_Machine_2,2026-06-09 03:45:00,0.0298,0.12,0.299
Palletizer_2,2026-06-09 03:45:00,0.0234,0.09,0.232
Solar_PV_System,2026-06-09 03:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 04:00:00,0.0188,0.08,0.243
CNC_Lathe_1,2026-06-09 04:00:00,0.0173,0.07,0.379
Robotic_Welder_1,2026-06-09 04:00:00,1.7823,7.13,0.582
Pick_Place_1,2026-06-09 04:00:00,0.021,0.08,0.321
Assembly_Conveyor_1,2026-06-09 04:00:00,0.0245,0.1,0.263
Injection_Molder_2,2026-06-09 04:00:00,3.6787,14.71,0.564
Thermoformer_2,2026-06-09 04:00:00,0.0298,0.12,0.307
Packaging_Robot_2,2026-06-09 04:00:00,0.0224,0.09,0.256
Labeling_Machine_2,2026-06-09 04:00:00,0.0338,0.14,0.376
Palletizer_2,2026-06-09 04:00:00,0.0197,0.08,0.171
Solar_PV_System,2026-06-09 04:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 04:15:00,0.0268,0.11,0.31
CNC_Lathe_1,2026-06-09 04:15:00,0.0193,0.08,0.34
Robotic_Welder_1,2026-06-09 04:15:00,1.6447,6.58,0.559
Pick_Place_1,2026-06-09 04:15:00,0.0356,0.14,0.288
Assembly_Conveyor_1,2026-06-09 04:15:00,0.0247,0.1,0.295
Injection_Molder_2,2026-06-09 04:15:00,17.426,69.7,0.865
Thermoformer_2,2026-06-09 04:15:00,0.0181,0.07,0.333
Packaging_Robot_2,2026-06-09 04:15:00,0.0326,0.13,0.279
Labeling_Machine_2,2026-06-09 04:15:00,0.0248,0.1,0.301
Palletizer_2,2026-06-09 04:15:00,0.0304,0.12,0.296
Solar_PV_System,2026-06-09 04:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 04:30:00,0.0232,0.09,0.273
CNC_Lathe_1,2026-06-09 04:30:00,0.0228,0.09,0.287
Robotic_Welder_1,2026-06-09 04:30:00,1.8847,7.54,0.602
Pick_Place_1,2026-06-09 04:30:00,0.0224,0.09,0.232
Assembly_Conveyor_1,2026-06-09 04:30:00,0.0205,0.08,0.311
Injection_Molder_2,2026-06-09 04:30:00,17.3109,69.24,0.901
Thermoformer_2,2026-06-09 04:30:00,0.0166,0.07,0.424
Packaging_Robot_2,2026-06-09 04:30:00,0.0248,0.1,0.246
Labeling_Machine_2,2026-06-09 04:30:00,0.0234,0.09,0.364
Palletizer_2,2026-06-09 04:30:00,0.0245,0.1,0.307
Solar_PV_System,2026-06-09 04:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 04:45:00,0.0342,0.14,0.325
CNC_Lathe_1,2026-06-09 04:45:00,0.0252,0.1,0.337
Robotic_Welder_1,2026-06-09 04:45:00,1.5414,6.17,0.608
Pick_Place_1,2026-06-09 04:45:00,0.0282,0.11,0.362
Assembly_Conveyor_1,2026-06-09 04:45:00,0.0159,0.06,0.28
Injection_Molder_2,2026-06-09 04:45:00,22.0545,88.22,0.894
Thermoformer_2,2026-06-09 04:45:00,0.0198,0.08,0.256
Packaging_Robot_2,2026-06-09 04:45:00,0.0258,0.1,0.331
Labeling_Machine_2,2026-06-09 04:45:00,0.0207,0.08,0.327
Palletizer_2,2026-06-09 04:45:00,0.0307,0.12,0.35
Solar_PV_System,2026-06-09 04:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 05:00:00,0.0271,0.11,0.221
CNC_Lathe_1,2026-06-09 05:00:00,0.0291,0.12,0.278
Robotic_Welder_1,2026-06-09 05:00:00,1.8855,7.54,0.441
Pick_Place_1,2026-06-09 05:00:00,0.0217,0.09,0.284
Assembly_Conveyor_1,2026-06-09 05:00:00,0.0262,0.1,0.409
Injection_Molder_2,2026-06-09 05:00:00,3.8442,15.38,0.588
Thermoformer_2,2026-06-09 05:00:00,0.0277,0.11,0.202
Packaging_Robot_2,2026-06-09 05:00:00,0.0248,0.1,0.275
Labeling_Machine_2,2026-06-09 05:00:00,0.0274,0.11,0.29
Palletizer_2,2026-06-09 05:00:00,0.0205,0.08,0.364
Solar_PV_System,2026-06-09 05:00:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 05:15:00,0.0323,0.13,0.354
CNC_Lathe_1,2026-06-09 05:15:00,0.0333,0.13,0.363
Robotic_Welder_1,2026-06-09 05:15:00,1.7653,7.06,0.53
Pick_Place_1,2026-06-09 05:15:00,0.0279,0.11,0.283
Assembly_Conveyor_1,2026-06-09 05:15:00,0.0293,0.12,0.256
Injection_Molder_2,2026-06-09 05:15:00,20.304,81.22,0.877
Thermoformer_2,2026-06-09 05:15:00,0.0238,0.1,0.229
Packaging_Robot_2,2026-06-09 05:15:00,0.0241,0.1,0.23
Labeling_Machine_2,2026-06-09 05:15:00,0.0232,0.09,0.29
Palletizer_2,2026-06-09 05:15:00,0.022,0.09,0.269
Solar_PV_System,2026-06-09 05:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 05:30:00,0.0231,0.09,0.268
CNC_Lathe_1,2026-06-09 05:30:00,0.0312,0.12,0.3
Robotic_Welder_1,2026-06-09 05:30:00,1.8834,7.53,0.637
Pick_Place_1,2026-06-09 05:30:00,0.0267,0.11,0.306
Assembly_Conveyor_1,2026-06-09 05:30:00,0.0297,0.12,0.261
Injection_Molder_2,2026-06-09 05:30:00,17.1531,68.61,0.905
Thermoformer_2,2026-06-09 05:30:00,0.0197,0.08,0.327
Packaging_Robot_2,2026-06-09 05:30:00,0.0246,0.1,0.257
Labeling_Machine_2,2026-06-09 05:30:00,0.0341,0.14,0.347
Palletizer_2,2026-06-09 05:30:00,0.0181,0.07,0.35
Solar_PV_System,2026-06-09 05:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 05:45:00,0.0193,0.08,0.262
CNC_Lathe_1,2026-06-09 05:45:00,0.0148,0.06,0.323
Robotic_Welder_1,2026-06-09 05:45:00,1.7715,7.09,0.598
Pick_Place_1,2026-06-09 05:45:00,0.0211,0.08,0.264
Assembly_Conveyor_1,2026-06-09 05:45:00,0.0279,0.11,0.256
Injection_Molder_2,2026-06-09 05:45:00,21.1362,84.54,0.899
Thermoformer_2,2026-06-09 05:45:00,0.0195,0.08,0.286
Packaging_Robot_2,2026-06-09 05:45:00,0.0313,0.13,0.252
Labeling_Machine_2,2026-06-09 05:45:00,0.0225,0.09,0.421
Palletizer_2,2026-06-09 05:45:00,0.0311,0.12,0.337
Solar_PV_System,2026-06-09 05:45:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 06:00:00,1.7897,7.16,0.545
CNC_Lathe_1,2026-06-09 06:00:00,1.2527,5.01,0.525
Robotic_Welder_1,2026-06-09 06:00:00,0.646,2.58,0.607
Pick_Place_1,2026-06-09 06:00:00,0.342,1.37,0.527
Assembly_Conveyor_1,2026-06-09 06:00:00,0.5426,2.17,0.497
Injection_Molder_2,2026-06-09 06:00:00,3.7359,14.94,0.566
Thermoformer_2,2026-06-09 06:00:00,2.5884,10.35,0.568
Packaging_Robot_2,2026-06-09 06:00:00,3.1352,12.54,0.859
Labeling_Machine_2,2026-06-09 06:00:00,1.2869,5.15,0.922
Palletizer_2,2026-06-09 06:00:00,3.1438,12.58,0.797
Solar_PV_System,2026-06-09 06:00:00,0.5256,2.1,0.99
CNC_Mill_1,2026-06-09 06:15:00,7.6431,30.57,0.86
CNC_Lathe_1,2026-06-09 06:15:00,5.8134,23.25,0.784
Robotic_Welder_1,2026-06-09 06:15:00,5.4247,21.7,0.8
Pick_Place_1,2026-06-09 06:15:00,1.9982,7.99,0.884
Assembly_Conveyor_1,2026-06-09 06:15:00,2.4026,9.61,0.772
Injection_Molder_2,2026-06-09 06:15:00,19.2836,77.13,0.917
Thermoformer_2,2026-06-09 06:15:00,10.8433,43.37,0.885
Packaging_Robot_2,2026-06-09 06:15:00,3.6884,14.75,0.828
Labeling_Machine_2,2026-06-09 06:15:00,1.326,5.3,0.912
Palletizer_2,2026-06-09 06:15:00,2.4222,9.69,0.831
Solar_PV_System,2026-06-09 06:15:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 06:30:00,9.7272,38.91,0.852
CNC_Lathe_1,2026-06-09 06:30:00,6.8843,27.54,0.823
Robotic_Welder_1,2026-06-09 06:30:00,4.4555,17.82,0.768
Pick_Place_1,2026-06-09 06:30:00,1.7495,7.0,0.856
Assembly_Conveyor_1,2026-06-09 06:30:00,2.7956,11.18,0.782
Injection_Molder_2,2026-06-09 06:30:00,21.8392,87.36,0.901
Thermoformer_2,2026-06-09 06:30:00,13.4375,53.75,0.844
Packaging_Robot_2,2026-06-09 06:30:00,3.2307,12.92,0.863
Labeling_Machine_2,2026-06-09 06:30:00,1.0275,4.11,0.935
Palletizer_2,2026-06-09 06:30:00,2.4395,9.76,0.779
Solar_PV_System,2026-06-09 06:30:00,0.0,0.0,0.99
CNC_Mill_1,2026-06-09 06:45:00,11.9381,47.75,0.866
CNC_Lathe_1,2026-06-09 06:45:00,5.9379,23.75,0.828
Robotic_Welder_1,2026-06-09 06:45:00,5.7694,23.08,0.822
Pick_Place_1,2026-06-09 06:45:00,1.9279,7.71,0.881
Assembly_Conveyor_1,2026-06-09 06:45:00,2.1128,8.45,0.789
Injection_Molder_2,2026-06-09 06:45:00,22.8662,91.46,0.874
Thermoformer_2,2026-06-09 06:45:00,10.6682,42.67,0.825
Packaging_Robot_2,2026-06-09 06:45:00,3.6643,14.66,0.834
Labeling_Machine_2,2026-06-09 06:45:00,1.0088,4.04,0.886
Palletizer_2,2026-06-09 06:45:00,3.7606,15.04,0.829
Solar_PV_System,2026-06-09 06:45:00,0.3318,1.33,0.99
CNC_Mill_1,2026-06-09 07:00:00,2.0111,8.04,0.526
CNC_Lathe_1,2026-06-09 07:00:00,5.8354,23.34,0.796
Robotic_Welder_1,2026-06-09 07:00:00,0.772,3.09,0.56
Pick_Place_1,2026-06-09 07:00:00,1.9503,7.8,0.886
Assembly_Conveyor_1,2026-06-09 07:00:00,0.5222,2.09,0.544
Injection_Molder_2,2026-06-09 07:00:00,3.5829,14.33,0.534
Thermoformer_2,2026-06-09 07:00:00,2.5768,10.31,0.53
Packaging_Robot_2,2026-06-09 07:00:00,3.1704,12.68,0.826
Labeling_Machine_2,2026-06-09 07:00:00,0.2403,0.96,0.461
Palletizer_2,2026-06-09 07:00:00,3.0411,12.16,0.792
Solar_PV_System,2026-06-09 07:00:00,10.0832,40.33,0.99
CNC_Mill_1,2026-06-09 07:15:00,10.0447,40.18,0.851
CNC_Lathe_1,2026-06-09 07:15:00,5.3415,21.37,0.845
